state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,number_customer_service_calls,churn,churn_0_1
VT,162,area_code_510,no,no,0,220.6,117,155.2,121,186.7,89,10.5,11,1,no,0
AZ,83,area_code_415,no,yes,41,155.9,122,162.3,107,127.6,105,13.1,5,3,no,0
AK,59,area_code_510,no,no,0,182.5,104,204.7,95,229.9,100,11.3,8,4,no,0
AR,179,area_code_415,yes,yes,38,220.1,78,234.3,71,237.3,85,10.1,4,4,no,0
AR,79,area_code_408,no,no,0,152.2,112,177.2,132,96.4,87,5.3,3,1,no,0
AK,117,area_code_415,no,no,0,181.5,95,205.1,88,204.0,82,14.7,9,2,no,0
MS,64,area_code_408,yes,no,0,236.2,77,218.6,85,194.1,97,13.2,2,2,yes,1
NM,122,area_code_408,no,yes,23,134.2,85,227.3,132,122.4,96,8.5,2,2,no,0
SC,90,area_code_408,no,yes,29,150.1,109,264.7,103,178.4,97,5.8,4,1,no,0
CO,159,area_code_408,yes,no,0,257.1,53,312.2,127,183.0,82,8.8,6,1,yes,1
DE,148,area_code_415,no,no,0,124.4,83,179.7,81,253.0,99,11.3,6,0,no,0
OH,39,area_code_415,no,yes,36,141.7,121,232.3,113,222.1,131,12.0,5,1,no,0
MS,77,area_code_408,no,no,0,230.0,87,103.2,138,309.6,136,11.3,3,2,no,0
OK,194,area_code_408,no,no,0,162.3,88,213.7,118,192.1,81,10.9,2,0,no,0
NC,112,area_code_415,no,no,0,193.3,96,264.1,123,128.6,115,9.1,3,4,no,0
MD,45,area_code_415,no,no,0,78.2,127,253.4,108,255.0,100,18.0,3,1,no,0
KS,132,area_code_415,no,no,0,83.4,110,232.2,137,146.7,114,7.6,5,1,no,0
NC,135,area_code_415,no,no,0,201.8,81,225.0,114,204.4,82,10.3,6,1,no,0
NM,56,area_code_408,no,no,0,197.0,110,222.8,102,225.3,91,10.6,6,2,no,0
CA,151,area_code_415,yes,no,0,218.0,57,114.4,88,269.2,95,12.4,1,0,yes,1
NY,32,area_code_415,no,no,0,164.8,98,229.9,96,167.3,108,14.8,2,2,no,0
SD,87,area_code_415,no,yes,21,214.0,113,180.0,114,134.5,82,10.6,5,0,no,0
DC,138,area_code_415,no,no,0,170.5,87,118.2,116,187.9,111,11.2,7,2,no,0
ND,79,area_code_408,no,no,0,205.7,123,214.5,108,226.1,106,6.7,18,1,no,0
MO,95,area_code_415,yes,no,0,165.5,84,286.2,112,198.9,89,11.5,2,1,yes,1
KS,127,area_code_415,no,no,0,221.0,100,160.7,113,233.1,96,6.8,4,2,no,0
SD,137,area_code_510,no,no,0,242.1,118,191.0,93,218.6,50,14.7,2,3,no,0
OK,97,area_code_415,no,no,0,151.6,107,155.4,96,240.0,112,14.7,4,1,no,0
OR,149,area_code_415,yes,no,0,176.2,87,145.0,81,249.5,92,5.7,4,0,no,0
IN,117,area_code_415,yes,yes,22,196.0,82,322.7,82,225.6,120,3.7,5,1,no,0
OH,84,area_code_408,no,no,0,159.5,125,247.1,90,187.9,82,7.2,4,2,no,0
KS,137,area_code_415,no,no,0,230.2,113,220.4,79,204.7,111,10.7,7,4,no,0
NH,54,area_code_510,no,no,0,210.5,102,204.5,83,127.8,53,8.5,5,1,no,0
WI,85,area_code_415,no,no,0,102.0,95,270.2,139,148.2,105,10.7,3,1,no,0
WV,43,area_code_415,no,no,0,168.4,125,243.8,89,214.7,102,11.1,2,1,no,0
MA,35,area_code_415,no,no,0,105.6,129,258.2,129,213.1,77,8.7,3,0,no,0
MD,98,area_code_415,no,no,0,206.5,92,176.2,152,232.8,115,12.4,5,5,no,0
PA,112,area_code_510,no,no,0,217.1,76,205.2,100,185.7,91,9.4,3,2,no,0
WI,16,area_code_510,no,no,0,229.6,78,205.7,108,166.2,91,10.8,2,0,yes,1
TN,98,area_code_415,no,yes,22,278.3,89,93.4,143,107.6,42,9.7,5,0,no,0
IL,84,area_code_510,no,no,0,181.5,129,130.7,112,186.5,118,8.5,4,1,no,0
DC,66,area_code_415,no,no,0,167.3,91,230.0,68,191.7,118,10.6,5,1,yes,1
ID,74,area_code_415,no,no,0,221.1,124,110.8,94,240.1,112,10.6,3,0,no,0
UT,96,area_code_408,no,yes,26,145.8,108,192.2,89,165.1,96,9.9,2,1,no,0
KY,119,area_code_510,no,no,0,222.8,122,163.2,107,160.6,112,11.2,6,1,no,0
WI,92,area_code_415,yes,no,0,264.3,91,160.9,115,198.6,73,9.3,5,0,no,0
IL,21,area_code_415,no,no,0,146.0,78,109.7,79,247.4,108,6.8,7,0,no,0
DE,122,area_code_510,no,no,0,157.1,134,184.9,122,197.2,59,8.5,5,4,yes,1
RI,133,area_code_510,yes,no,0,127.3,108,251.3,81,135.0,88,10.3,3,1,no,0
TX,145,area_code_415,no,no,0,187.9,110,197.0,117,167.0,108,4.8,4,2,no,0
OR,25,area_code_408,no,no,0,178.8,90,141.2,72,203.0,99,8.4,5,2,no,0
NV,64,area_code_415,no,no,0,97.2,80,186.2,90,189.0,92,10.4,6,2,no,0
NE,85,area_code_415,no,no,0,259.8,85,242.3,117,168.8,72,5.4,1,0,no,0
OR,76,area_code_415,no,no,0,169.5,77,124.0,87,219.4,92,10.0,3,0,no,0
DE,224,area_code_510,yes,no,0,171.5,99,160.0,103,212.4,102,5.0,2,1,yes,1
AZ,117,area_code_408,no,no,0,239.9,84,174.8,106,209.5,93,9.8,2,0,no,0
SD,128,area_code_408,no,yes,34,142.3,73,194.8,79,239.3,81,16.0,6,1,no,0
NV,115,area_code_415,no,no,0,184.1,98,327.0,73,212.5,106,7.5,6,2,no,0
NM,141,area_code_415,no,yes,28,206.9,126,264.4,126,171.8,124,9.3,11,2,no,0
MN,51,area_code_510,no,no,0,259.9,114,176.2,94,77.2,112,15.3,1,1,no,0
NJ,100,area_code_415,no,no,0,203.8,122,283.1,76,197.3,83,12.5,3,0,no,0
IN,96,area_code_415,no,yes,45,248.8,124,140.3,77,263.6,102,10.3,2,3,no,0
DC,112,area_code_415,no,yes,16,221.6,110,130.2,123,200.0,108,11.3,3,1,no,0
MA,129,area_code_510,yes,no,0,192.9,131,185.5,101,205.2,130,10.9,4,1,no,0
ME,163,area_code_415,no,no,0,122.4,129,113.4,108,180.2,97,12.5,7,1,no,0
NH,67,area_code_415,no,yes,40,104.9,65,216.3,93,217.4,128,9.6,9,1,no,0
AZ,140,area_code_408,no,no,0,173.2,91,196.8,106,209.3,128,11.2,5,3,no,0
OR,49,area_code_510,no,no,0,119.4,69,273.3,92,214.4,153,12.4,7,2,no,0
KS,46,area_code_510,no,no,0,250.3,100,260.6,90,195.0,104,13.3,2,2,yes,1
NE,148,area_code_415,no,no,0,178.3,98,282.6,110,181.0,98,11.4,4,1,no,0
MI,112,area_code_510,no,no,0,243.4,77,182.1,97,259.2,94,12.8,2,1,no,0
SC,78,area_code_415,no,no,0,155.0,106,175.3,101,155.6,125,11.8,5,2,no,0
PA,61,area_code_408,no,yes,31,288.7,101,203.8,102,203.2,49,8.6,3,0,no,0
MT,58,area_code_510,no,yes,29,240.4,80,118.9,91,164.2,108,11.2,3,1,no,0
OH,100,area_code_510,no,no,0,278.0,76,176.7,74,219.5,126,8.3,4,0,yes,1
WY,113,area_code_510,no,no,0,155.0,93,330.6,106,189.4,123,13.5,3,1,no,0
MI,81,area_code_415,no,no,0,153.5,99,197.6,102,198.5,86,6.3,2,2,no,0
AR,135,area_code_510,no,yes,27,273.4,141,154.0,99,245.8,112,12.3,6,1,no,0
FL,99,area_code_408,no,no,0,155.3,93,265.7,95,145.7,67,12.4,4,0,no,0
MO,135,area_code_510,no,no,0,246.8,129,187.8,121,154.5,109,12.6,5,1,no,0
WI,85,area_code_408,yes,no,0,165.4,107,196.0,126,349.2,110,9.6,7,2,no,0
TX,88,area_code_510,no,no,0,138.3,116,236.0,138,179.1,110,9.6,4,3,no,0
NM,55,area_code_510,no,no,0,286.7,100,134.4,121,192.9,122,6.9,5,2,no,0
ID,79,area_code_510,no,yes,21,264.3,79,202.8,118,173.4,92,6.3,3,4,no,0
AL,85,area_code_408,no,no,0,127.9,107,271.2,124,202.2,76,12.5,5,0,no,0
KS,86,area_code_408,no,yes,23,225.5,107,246.3,105,245.7,81,9.8,2,0,no,0
SD,91,area_code_510,no,no,0,149.0,115,245.3,105,260.0,94,8.3,3,0,no,0
LA,149,area_code_415,no,yes,20,198.9,77,274.0,88,190.7,76,14.3,9,1,no,0
OH,97,area_code_408,no,no,0,256.4,125,273.9,100,222.7,101,11.1,1,1,yes,1
MA,88,area_code_415,no,no,0,264.8,124,245.4,112,160.5,115,14.8,2,1,yes,1
AZ,60,area_code_415,no,no,0,98.2,88,180.5,69,223.6,69,9.3,2,2,no,0
KY,54,area_code_408,no,no,0,159.8,99,264.0,64,115.7,70,9.7,7,2,no,0
WA,109,area_code_415,no,no,0,184.0,120,120.4,119,153.7,86,11.0,3,0,no,0
UT,90,area_code_415,no,no,0,261.8,128,220.6,104,136.6,91,9.6,5,1,no,0
RI,115,area_code_408,no,no,0,147.9,109,228.4,117,299.7,90,9.6,9,3,no,0
OH,144,area_code_415,no,yes,18,106.4,109,108.1,113,208.4,111,10.1,5,1,no,0
NV,91,area_code_408,no,no,0,133.7,75,195.3,87,280.5,89,5.9,2,0,no,0
NV,71,area_code_415,yes,no,0,178.2,113,167.8,94,182.1,111,13.6,3,3,yes,1
FL,132,area_code_510,no,yes,36,226.2,103,181.6,125,258.8,102,10.5,5,3,yes,1
AL,41,area_code_510,no,yes,34,194.4,63,254.9,110,160.2,115,17.2,9,2,no,0
NE,44,area_code_415,no,no,0,240.3,146,164.6,83,240.7,106,10.6,2,1,no,0
NV,78,area_code_408,no,no,0,75.0,116,248.7,87,176.0,83,9.5,6,3,no,0
IL,149,area_code_408,no,no,0,69.1,117,136.3,100,181.7,53,6.3,3,1,no,0
WV,72,area_code_510,no,yes,33,96.6,59,315.4,98,163.3,117,6.2,4,4,yes,1
MI,139,area_code_415,no,yes,20,214.6,101,235.1,132,162.8,132,14.8,12,0,no,0
GA,141,area_code_510,no,yes,23,149.7,112,162.5,118,220.3,115,7.6,2,3,no,0
AZ,140,area_code_408,no,no,0,149.8,134,164.4,98,294.7,124,8.1,2,1,no,0
ID,99,area_code_408,no,no,0,190.4,102,158.1,107,271.5,92,11.2,4,2,no,0
HI,166,area_code_408,no,no,0,181.4,108,253.8,54,112.3,94,11.6,6,1,no,0
NV,124,area_code_408,no,no,0,151.1,123,187.4,104,255.4,93,5.3,3,1,no,0
MD,74,area_code_415,no,no,0,155.7,116,173.7,63,257.4,97,8.1,4,0,no,0
GA,117,area_code_510,no,no,0,149.9,95,256.1,110,212.7,92,13.3,13,2,no,0
GA,85,area_code_510,no,no,0,222.3,132,231.5,101,223.5,75,11.0,2,3,no,0
UT,36,area_code_415,no,yes,16,149.4,111,131.8,113,132.7,87,6.7,2,0,no,0
MA,102,area_code_510,yes,no,0,233.8,103,221.6,131,146.9,106,12.8,3,0,no,0
IN,76,area_code_415,no,no,0,204.2,100,292.6,139,244.3,105,10.5,2,0,no,0
VT,165,area_code_510,no,no,0,242.9,126,209.8,65,228.4,126,0.0,0,1,no,0
IA,130,area_code_415,no,no,0,150.4,119,230.5,99,186.3,76,12.3,4,1,no,0
AL,55,area_code_415,yes,no,0,191.9,91,256.1,110,203.7,101,14.3,6,1,yes,1
ME,92,area_code_415,yes,no,0,130.7,113,260.6,122,244.2,98,9.4,2,2,yes,1
RI,129,area_code_415,no,yes,33,119.6,104,278.7,88,263.4,175,5.9,2,2,no,0
MD,18,area_code_408,no,no,0,273.6,93,114.6,116,250.6,120,8.2,4,1,no,0
FL,161,area_code_415,yes,no,0,156.1,114,180.3,63,179.6,115,11.1,9,2,no,0
ME,75,area_code_408,yes,no,0,211.3,61,105.6,119,175.9,63,9.7,4,4,yes,1
SD,126,area_code_415,no,yes,23,114.3,102,190.3,103,240.4,111,12.6,7,3,no,0
MI,93,area_code_415,yes,no,0,216.9,61,207.4,120,221.7,110,17.5,5,1,yes,1
MI,109,area_code_415,yes,yes,26,217.2,138,145.5,111,280.7,76,9.3,3,0,no,0
NM,80,area_code_510,no,no,0,206.3,97,154.9,98,263.6,82,12.4,12,0,no,0
AK,41,area_code_415,no,no,0,159.3,66,125.9,75,261.9,76,11.1,5,1,no,0
OH,136,area_code_415,no,yes,31,143.1,88,236.6,65,227.8,120,11.4,5,2,no,0
MO,92,area_code_415,no,no,0,154.0,122,329.8,88,288.0,117,5.6,2,3,yes,1
KS,143,area_code_408,no,yes,24,186.6,69,222.0,116,234.9,138,11.6,5,1,no,0
MS,118,area_code_415,no,yes,26,170.8,114,199.5,125,169.7,98,9.6,5,5,yes,1
VT,193,area_code_408,no,yes,17,124.0,102,202.9,81,205.1,129,12.3,3,1,no,0
NE,73,area_code_415,no,no,0,198.3,94,279.3,101,146.2,87,14.8,8,3,no,0
VA,62,area_code_408,no,no,0,172.8,101,204.8,97,240.8,90,9.1,8,2,no,0
DE,30,area_code_415,no,yes,30,217.4,74,213.8,86,227.2,104,6.6,3,0,no,0
AL,60,area_code_408,yes,yes,29,265.9,113,215.8,94,108.1,82,14.0,12,0,yes,1
MS,96,area_code_510,no,no,0,98.2,100,307.2,88,182.5,120,7.6,1,2,no,0
OK,52,area_code_408,no,no,0,214.7,68,158.6,138,123.4,114,9.4,4,2,no,0
NM,87,area_code_415,no,no,0,168.2,92,224.7,100,169.5,99,12.9,3,1,no,0
WI,41,area_code_408,no,no,0,202.9,97,153.8,104,113.5,92,9.0,3,3,no,0
WV,112,area_code_415,no,no,0,261.4,108,154.5,102,130.9,90,11.6,2,1,no,0
SC,88,area_code_510,no,no,0,73.3,86,161.4,82,239.6,76,8.2,3,4,yes,1
KY,122,area_code_408,no,yes,27,253.7,84,229.2,109,190.5,123,9.2,5,7,no,0
MO,61,area_code_408,no,no,0,45.0,108,151.3,74,152.9,94,9.8,6,2,no,0
IL,87,area_code_510,no,no,0,231.3,105,171.7,108,67.7,136,13.0,6,1,no,0
MI,30,area_code_510,no,no,0,227.4,88,182.5,100,191.7,134,12.5,3,0,no,0
NJ,95,area_code_415,no,yes,22,40.9,126,133.4,90,264.2,91,11.9,7,0,no,0
ID,46,area_code_415,no,no,0,124.8,133,157.3,143,199.3,72,8.6,4,2,no,0
DC,100,area_code_510,yes,no,0,68.5,110,337.1,115,205.2,99,12.1,9,0,no,0
AL,77,area_code_415,no,no,0,163.0,112,219.1,89,233.4,66,6.7,3,2,no,0
OR,98,area_code_415,no,yes,38,213.7,61,253.0,104,207.7,73,10.7,5,2,no,0
OK,125,area_code_415,no,yes,36,201.3,117,42.2,78,125.7,104,5.4,3,1,no,0
NE,194,area_code_408,no,no,0,48.4,101,281.1,138,218.5,87,18.2,1,1,no,0
UT,190,area_code_415,no,yes,22,166.5,93,183.0,92,121.0,102,8.5,3,0,no,0
OR,165,area_code_415,no,no,0,216.6,126,190.8,104,224.7,123,12.4,8,0,no,0
NY,59,area_code_408,no,no,0,107.8,113,216.6,125,217.5,92,9.9,3,2,no,0
AL,47,area_code_408,no,yes,28,141.3,94,168.0,108,113.5,84,7.8,2,1,no,0
RI,150,area_code_415,no,yes,29,209.9,77,158.0,52,141.9,113,6.6,1,0,no,0
MN,152,area_code_415,yes,yes,20,237.5,120,253.4,94,265.2,80,14.2,3,9,yes,1
NC,26,area_code_415,no,no,0,234.5,109,216.5,129,191.6,94,3.5,6,3,no,0
MD,79,area_code_510,no,yes,31,103.1,90,243.0,135,76.4,92,12.2,8,3,no,0
RI,95,area_code_510,no,yes,27,129.5,106,248.9,90,268.0,115,11.9,3,1,no,0
WI,69,area_code_510,yes,no,0,279.8,90,248.7,91,171.0,118,8.4,10,2,yes,1
VT,95,area_code_510,yes,yes,41,136.8,91,200.8,61,133.7,67,10.3,9,5,yes,1
CT,31,area_code_415,no,yes,31,100.1,54,246.3,97,255.0,131,5.9,3,0,no,0
OK,121,area_code_408,no,yes,31,237.1,63,205.6,117,196.7,85,10.1,5,4,no,0
GA,44,area_code_510,no,no,0,288.1,112,258.0,92,192.4,90,10.2,4,3,yes,1
NE,74,area_code_415,no,yes,25,194.6,84,119.9,103,175.5,75,13.1,2,2,no,0
TX,58,area_code_408,no,yes,20,194.5,110,213.7,89,236.6,92,9.5,2,1,no,0
MT,74,area_code_408,no,no,0,174.1,96,251.1,94,257.6,123,8.3,5,2,yes,1
CO,125,area_code_415,no,no,0,131.8,97,136.7,100,308.2,119,7.7,6,2,no,0
VT,80,area_code_415,no,no,0,160.6,103,237.0,109,245.1,88,10.7,1,1,no,0
WY,99,area_code_408,no,yes,28,200.7,88,264.2,116,172.7,102,9.1,5,1,no,0
ID,99,area_code_415,no,no,0,145.6,106,98.3,106,230.8,83,10.9,5,1,no,0
CT,66,area_code_415,no,yes,29,229.4,104,257.4,84,231.5,119,8.0,1,2,no,0
ME,97,area_code_510,no,no,0,211.0,76,189.0,100,123.0,102,4.7,4,3,no,0
AZ,75,area_code_510,no,yes,37,121.5,97,271.4,110,248.7,97,11.3,5,2,no,0
MD,85,area_code_510,yes,no,0,216.0,73,188.2,117,147.1,98,3.6,7,2,no,0
IN,108,area_code_510,no,no,0,293.0,88,160.6,101,143.9,87,10.0,6,2,no,0
DE,51,area_code_510,no,no,0,181.5,108,196.9,87,187.2,119,10.3,2,1,no,0
MN,186,area_code_415,no,yes,26,74.3,107,177.3,116,296.3,90,14.5,3,2,no,0
WI,44,area_code_415,yes,no,0,62.3,92,275.0,82,138.7,108,10.8,3,1,no,0
FL,64,area_code_408,no,yes,31,228.6,88,248.5,109,167.1,124,9.0,1,3,no,0
WV,44,area_code_510,no,no,0,228.1,121,276.5,79,279.8,77,9.9,5,2,yes,1
SD,114,area_code_415,no,yes,36,309.9,90,200.3,89,183.5,105,14.2,2,1,no,0
OR,110,area_code_408,no,no,0,149.8,112,180.0,93,140.0,119,11.7,4,2,no,0
CO,90,area_code_408,no,yes,30,183.8,76,229.7,95,144.1,124,7.7,3,1,no,0
CT,72,area_code_408,no,yes,21,186.7,108,335.0,86,187.2,119,16.5,4,1,no,0
IN,113,area_code_415,no,no,0,209.4,151,347.3,113,246.0,116,7.4,2,1,yes,1
PA,171,area_code_415,no,yes,25,223.2,77,183.2,118,150.8,90,10.2,3,3,no,0
NM,104,area_code_415,no,no,0,164.2,109,155.4,90,168.9,117,10.7,8,1,no,0
ME,165,area_code_408,no,no,0,150.5,75,193.1,93,311.6,93,10.3,2,1,no,0
SD,104,area_code_510,no,no,0,234.2,128,293.1,92,183.9,79,9.8,6,0,yes,1
AR,110,area_code_408,no,no,0,55.3,102,164.7,124,200.7,108,10.2,5,1,no,0
TX,90,area_code_408,yes,no,0,221.8,97,203.8,134,215.8,154,8.4,4,1,no,0
NH,114,area_code_415,no,no,0,169.6,85,58.9,86,179.3,124,7.4,8,1,no,0
OK,101,area_code_408,no,no,0,89.7,118,260.1,79,170.1,93,13.5,11,5,yes,1
WI,117,area_code_408,no,yes,14,80.2,81,219.0,103,122.6,102,8.6,2,1,no,0
PA,82,area_code_408,no,no,0,125.7,96,207.6,137,183.1,103,12.9,2,1,no,0
OK,92,area_code_510,no,no,0,176.3,85,93.4,125,207.2,107,9.6,1,2,no,0
ME,82,area_code_510,no,yes,29,207.2,111,254.1,137,169.3,92,9.5,5,2,no,0
WV,90,area_code_415,no,no,0,205.7,138,161.9,83,269.7,104,12.5,6,2,no,0
MN,124,area_code_510,no,no,0,157.5,70,130.7,79,193.4,98,9.6,4,3,no,0
NY,39,area_code_408,no,no,0,160.4,68,102.6,103,235.3,106,9.1,5,2,no,0
OH,75,area_code_510,no,yes,46,214.1,62,200.9,111,246.8,126,9.2,6,0,no,0
MI,102,area_code_510,no,no,0,102.6,89,246.0,77,170.5,140,9.1,4,2,no,0
WV,143,area_code_510,no,no,0,202.8,109,165.8,104,143.9,71,4.6,4,1,no,0
MI,53,area_code_415,no,no,0,57.5,95,265.5,131,244.3,128,11.6,6,3,no,0
NM,30,area_code_415,no,no,0,169.9,144,225.2,118,169.7,93,11.4,7,1,no,0
MO,112,area_code_415,no,no,0,335.5,77,212.5,109,265.0,132,12.7,8,2,yes,1
RI,129,area_code_415,no,no,0,139.5,119,289.3,105,129.4,97,13.1,8,0,no,0
NC,63,area_code_415,no,yes,29,142.3,107,118.7,56,240.1,91,6.6,8,1,no,0
WY,28,area_code_415,no,no,0,187.8,94,248.6,86,208.8,124,10.6,5,0,no,0
KY,90,area_code_415,no,no,0,193.7,83,154.2,79,299.0,60,12.7,3,1,no,0
OR,151,area_code_510,no,no,0,156.4,108,233.4,118,195.7,141,7.7,6,4,no,0
NV,105,area_code_415,yes,yes,29,220.7,82,217.7,110,190.5,100,13.2,6,1,yes,1
DC,41,area_code_408,no,yes,37,239.8,110,221.9,115,189.1,100,7.3,1,2,no,0
UT,48,area_code_510,no,yes,43,172.0,111,200.2,64,233.1,96,8.0,5,1,no,0
WA,166,area_code_408,yes,yes,35,128.2,138,274.5,113,298.9,130,8.8,7,2,no,0
FL,79,area_code_510,no,no,0,130.2,119,290.9,121,194.8,140,14.0,6,3,no,0
VA,153,area_code_510,no,no,0,195.4,107,154.6,96,142.8,97,11.6,6,1,no,0
KS,110,area_code_415,yes,no,0,293.3,79,188.5,90,266.9,91,14.5,4,0,yes,1
KS,163,area_code_415,no,no,0,191.3,89,193.9,87,268.4,121,12.8,4,1,no,0
ME,105,area_code_408,no,yes,33,209.6,68,146.9,140,121.0,131,10.6,3,2,no,0
LA,172,area_code_415,no,no,0,215.7,140,146.3,84,264.6,83,7.1,1,3,no,0
DC,126,area_code_415,no,no,0,161.4,110,220.6,125,249.2,78,5.1,2,0,no,0
TX,97,area_code_510,no,no,0,144.2,91,226.7,137,144.6,72,13.8,4,3,no,0
NJ,95,area_code_408,yes,yes,37,220.2,109,185.3,99,205.1,82,4.1,2,0,yes,1
DE,87,area_code_510,no,no,0,256.2,105,160.7,102,249.4,80,7.4,2,4,no,0
VT,97,area_code_415,no,no,0,112.7,119,217.7,109,152.1,76,6.5,5,1,no,0
TX,140,area_code_408,no,no,0,194.8,107,170.9,99,225.1,93,13.9,4,0,no,0
MT,169,area_code_415,no,no,0,100.8,112,230.0,69,193.6,95,9.5,2,0,no,0
ND,68,area_code_408,no,yes,22,82.5,97,289.9,94,180.0,114,4.8,4,3,no,0
NJ,122,area_code_415,no,yes,34,146.4,104,89.7,103,220.0,91,15.6,4,2,no,0
MO,36,area_code_408,no,no,0,177.9,129,224.6,87,306.3,102,10.8,6,2,no,0
CO,120,area_code_510,no,yes,27,153.5,84,194.0,73,256.5,94,10.2,7,5,no,0
KS,121,area_code_408,no,no,0,150.7,105,197.3,133,169.0,116,9.2,15,1,no,0
NC,64,area_code_408,no,yes,19,180.1,106,127.5,92,237.4,118,7.5,3,0,no,0
MT,13,area_code_415,no,yes,31,265.3,94,147.6,95,259.3,117,12.9,1,1,no,0
DE,106,area_code_415,no,no,0,128.6,83,134.0,114,210.6,113,11.4,2,0,no,0
ND,88,area_code_415,no,no,0,161.5,92,173.5,108,206.2,95,7.9,4,2,no,0
VA,74,area_code_408,no,no,0,165.3,120,198.5,106,208.5,102,9.8,3,1,no,0
IL,83,area_code_415,no,no,0,195.0,92,210.5,83,180.6,92,11.0,13,0,no,0
OK,49,area_code_415,no,no,0,213.8,79,265.1,93,239.8,128,15.6,7,0,no,0
CO,111,area_code_510,no,yes,24,205.5,114,219.3,99,215.9,95,14.0,4,1,no,0
MT,50,area_code_415,no,yes,22,252.9,112,177.9,99,158.4,146,8.5,4,3,no,0
ME,88,area_code_415,no,no,0,192.0,91,127.6,127,155.6,125,7.5,5,1,no,0
WI,131,area_code_415,no,yes,39,69.1,122,101.3,136,104.8,94,9.1,4,0,no,0
MO,79,area_code_408,no,no,0,261.7,97,210.6,48,256.7,83,6.0,3,3,yes,1
NY,140,area_code_415,no,no,0,235.5,81,257.2,130,103.1,111,11.5,4,2,no,0
CT,105,area_code_408,no,no,0,213.4,100,204.9,52,179.7,93,9.5,6,1,no,0
WY,87,area_code_415,no,yes,22,263.8,65,103.4,115,208.1,109,8.5,3,3,no,0
CA,96,area_code_510,no,yes,31,183.4,126,195.5,106,180.1,93,10.5,5,1,no,0
CA,79,area_code_510,no,no,0,157.6,85,194.1,92,231.5,86,9.4,10,5,yes,1
MN,55,area_code_415,no,no,0,175.6,147,161.8,118,289.5,55,9.3,4,0,no,0
AK,130,area_code_415,no,no,0,242.5,101,102.8,114,142.4,89,9.3,2,2,no,0
VA,34,area_code_415,no,no,0,151.0,102,131.4,101,186.6,86,9.9,7,0,no,0
CO,139,area_code_415,no,no,0,138.1,103,164.5,100,134.9,63,8.3,2,1,no,0
MT,109,area_code_408,no,no,0,264.7,69,305.0,120,197.4,86,9.5,9,1,yes,1
SD,65,area_code_408,no,yes,31,282.3,70,152.0,89,225.5,93,12.0,4,1,no,0
VT,152,area_code_415,no,no,0,197.1,126,130.1,76,78.1,100,7.4,4,3,no,0
ND,147,area_code_408,no,no,0,205.3,95,166.7,128,240.6,84,7.8,4,1,no,0
GA,112,area_code_415,no,yes,22,181.8,110,228.1,123,262.7,141,9.2,4,2,no,0
OR,120,area_code_415,no,no,0,252.0,120,150.2,106,151.8,96,9.6,1,2,no,0
WY,171,area_code_415,no,no,0,231.2,135,188.7,74,206.9,124,12.3,1,1,no,0
GA,101,area_code_415,no,yes,33,200.1,108,188.9,122,205.1,90,15.5,4,0,no,0
WV,32,area_code_408,no,yes,26,266.7,109,232.3,107,212.8,98,16.3,4,1,no,0
IL,151,area_code_408,no,no,0,175.3,106,144.3,87,160.2,88,11.8,5,0,no,0
CO,60,area_code_408,no,no,0,125.1,99,248.8,62,211.3,79,11.2,3,3,no,0
DE,119,area_code_415,no,no,0,176.8,90,224.7,81,204.6,77,7.5,15,1,no,0
LA,43,area_code_415,no,no,0,241.9,101,129.4,121,264.8,104,5.9,3,1,no,0
IN,84,area_code_408,no,no,0,217.1,99,236.0,68,118.3,120,9.4,4,1,no,0
NY,65,area_code_510,no,no,0,195.4,110,181.2,109,178.5,105,8.9,4,0,no,0
TX,75,area_code_415,yes,no,0,222.4,78,327.0,111,208.0,104,8.7,9,1,yes,1
KS,116,area_code_510,no,no,0,189.5,90,189.8,118,205.8,83,13.1,2,1,no,0
WV,107,area_code_415,no,no,0,123.1,100,158.4,82,256.1,82,9.3,5,0,no,0
NE,189,area_code_415,no,yes,38,256.7,98,150.5,120,123.0,87,11.4,3,3,no,0
ND,123,area_code_408,no,no,0,159.1,94,241.6,119,202.4,120,6.5,1,1,no,0
AK,110,area_code_408,no,no,0,100.1,90,233.3,93,204.4,57,11.1,8,3,no,0
CO,63,area_code_415,no,yes,32,30.9,113,187.0,113,230.8,101,8.6,7,1,no,0
ME,176,area_code_415,no,no,0,223.2,76,214.4,131,154.4,80,10.1,2,3,no,0
SC,108,area_code_510,no,no,0,187.4,101,199.9,126,216.1,107,12.6,8,1,no,0
CO,71,area_code_415,no,no,0,277.5,104,131.8,121,126.9,101,8.2,2,1,no,0
MS,137,area_code_510,no,no,0,147.2,119,192.8,91,172.7,105,10.2,4,1,no,0
NE,82,area_code_408,no,no,0,185.8,36,276.5,134,192.1,104,5.7,7,4,no,0
NJ,92,area_code_510,no,yes,29,155.4,110,188.5,104,254.9,118,8.0,4,3,no,0
WI,165,area_code_510,no,no,0,154.2,91,268.6,108,188.8,99,10.9,4,6,no,0
MT,96,area_code_415,no,no,0,97.6,98,105.5,118,220.2,105,11.6,9,1,no,0
AR,156,area_code_415,no,no,0,178.8,94,178.4,97,169.2,77,7.5,3,1,no,0
